1651158977.035091, 0
1651158977.050903, 0
1651158977.064077, 2
1651158977.077720, 0
1651158977.091511, 3
1651158977.105281, 4
1651158977.120551, 5
1651158977.134181, 7
1651158977.147513, 14
1651158977.164224, 16
1651158977.183089, 19
1651158977.199593, 24
1651158977.213628, 29
1651158977.227669, 33
1651158977.241102, 37
1651158977.254933, 39
1651158977.268466, 42
1651158977.281995, 46
1651158977.295595, 50
1651158977.309321, 49
1651158977.322649, 50
1651158977.337041, 49
1651158977.351441, 50
1651158977.364509, 49
1651158977.378516, 49
1651158977.392544, 49
1651158977.406091, 50
1651158977.422268, 50
1651158977.438688, 50
1651158977.453100, 50
1651158977.467574, 50
1651158977.481553, 50
1651158977.496271, 50
1651158977.509833, 50
1651158977.524670, 50
1651158977.539243, 50
1651158977.553775, 50
1651158977.567662, 48
1651158977.581618, 48
1651158977.597165, 49
1651158977.611184, 48
1651158977.625363, 50
1651158977.639229, 50
1651158977.652592, 50
1651158977.667496, 50
1651158977.681118, 48
1651158977.695776, 50
1651158977.709460, 48
1651158977.723985, 48
1651158977.738900, 48
1651158977.752933, 46
1651158977.767029, 44
1651158977.780051, 48
1651158977.793570, 50
1651158977.806922, 48
1651158977.819881, 49
1651158977.833708, 50
1651158977.847230, 49
1651158977.861116, 49
1651158977.875676, 49
1651158977.889587, 49
1651158977.903947, 47
1651158977.918576, 47
1651158977.934625, 49
1651158977.950041, 49
1651158977.963099, 49
1651158977.976461, 46
1651158977.990635, 44
1651158978.004232, 41
1651158978.019778, 43
1651158978.034638, 45
1651158978.048091, 50
1651158978.063661, 48
1651158978.078325, 46
1651158978.092109, 42
1651158978.105896, 43
1651158978.119243, 44
1651158978.132918, 48
1651158978.147682, 48
1651158978.163829, 47
1651158978.178200, 45
1651158978.194159, 46
1651158978.210521, 49
1651158978.224913, 47
1651158978.238730, 47
1651158978.252597, 44
1651158978.267030, 39
1651158978.280592, 34
1651158978.294413, 30
1651158978.309019, 29
1651158978.322714, 23
1651158978.337271, 21
1651158978.351075, 23
1651158978.365439, 25
1651158978.379231, 25
1651158978.392917, 21
1651158978.408732, 20
1651158978.422675, 18
1651158978.436438, 16
1651158978.451151, 17
1651158978.464778, 17
1651158978.479505, 17
1651158978.494207, 16
1651158978.507695, 15
1651158978.521009, 16
1651158978.534746, 16
1651158978.549225, 16
1651158978.562973, 17
1651158978.577660, 16
1651158978.591468, 17
1651158978.604879, 15
1651158978.619786, 16
1651158978.634535, 17
1651158978.648193, 19
1651158978.664833, 19
1651158978.679441, 18
1651158978.694067, 17
1651158978.707739, 17
1651158978.722760, 16
1651158978.743856, 18
1651158978.758586, 17
1651158978.772220, 18
1651158978.786836, 16
1651158978.801491, 16
1651158978.818079, 18
1651158978.833568, 18
1651158978.847264, 18
1651158978.861069, 19
1651158978.878675, 17
1651158978.893671, 18
1651158978.907115, 19
1651158978.921513, 20
1651158978.935068, 19
1651158978.950784, 19
1651158978.965773, 21
1651158978.980460, 20
1651158978.994179, 19
1651158979.007791, 20
1651158979.022649, 19
1651158979.039047, 18
1651158979.053399, 20
1651158979.067203, 20
1651158979.081629, 20
1651158979.096489, 21
1651158979.110104, 20
1651158979.124665, 20
1651158979.138900, 21
1651158979.152734, 21
1651158979.166185, 21
1651158979.179711, 21
1651158979.193070, 22
1651158979.206665, 21
1651158979.220411, 21
1651158979.234263, 21
1651158979.247829, 21
1651158979.262611, 21
1651158979.276295, 22
1651158979.289482, 22
1651158979.302848, 21
1651158979.316771, 21
1651158979.331192, 21
1651158979.347375, 21
1651158979.360810, 21
1651158979.374773, 23
1651158979.390767, 21
1651158979.406835, 21
1651158979.420324, 21
1651158979.434887, 23
1651158979.448369, 22
1651158979.462908, 24
1651158979.476690, 23
1651158979.490653, 23
1651158979.504272, 23
1651158979.520055, 24
1651158979.534665, 23
1651158979.548330, 24
1651158979.562153, 23
1651158979.575437, 24
1651158979.588580, 24
1651158979.601845, 23
1651158979.615223, 23
1651158979.628258, 22
1651158979.643430, 22
1651158979.657483, 23
1651158979.671303, 25
1651158979.687771, 23
1651158979.704655, 24
1651158979.719322, 25
1651158979.734230, 24
1651158979.747463, 24
1651158979.761203, 25
1651158979.774977, 25
1651158979.788497, 26
1651158979.802656, 25
1651158979.818055, 24
1651158979.831680, 25
1651158979.846384, 25
1651158979.860085, 25
1651158979.875699, 25
1651158979.890180, 26
1651158979.904111, 26
1651158979.917600, 24
1651158979.931454, 26
1651158979.945259, 24
1651158979.965256, 26
1651158979.980834, 28
1651158979.994403, 26
1651158980.008736, 27
1651158980.022500, 26
1651158980.037158, 26
1651158980.051829, 26
1651158980.065395, 27
1651158980.080344, 27
1651158980.097004, 26
1651158980.111665, 24
1651158980.125300, 27
1651158980.140280, 27
1651158980.154740, 27
1651158980.169195, 26
1651158980.184155, 27
1651158980.197776, 25
1651158980.213489, 26
1651158980.227231, 28
1651158980.241722, 27
1651158980.255394, 27
1651158980.269098, 27
1651158980.284914, 28
1651158980.298791, 30
1651158980.315253, 28
1651158980.330797, 28
1651158980.344443, 28
1651158980.358047, 28
